"NilaiMatW","NilaiMatM","NilaiFis","NilaiKim","NilaiBio","NilaiInd","NilaiIng","Status"
"81","90","98","79","95","96","100","1"
"81","84","89","97","93","97","91","1"
"88","92","83","98","93","100","82","1"
"79","82","98","88","96","93","87","1"
"90","88","87","78","87","95","79","1"
"85","94","81","82","91","76","87","1"
"76","83","80","84","78","76","97","0"
"87","90","84","100","92","87","77","1"
"83","83","93","83","78","87","85","0"
"94","77","93","90","83","86","92","1"
"86","85","96","76","91","85","76","1"
"85","88","84","86","91","86","77","1"
"78","84","84","84","81","85","77","0"
"82","100","86","93","90","78","96","1"
"87","76","78","82","83","86","87","0"
"88","97","83","79","84","82","100","1"
"79","77","86","78","96","87","91","0"
"87","76","88","78","80","95","79","0"
"91","76","99","89","85","80","82","1"
"78","85","100","77","81","78","100","1"
"93","76","97","94","82","87","99","1"
"86","83","94","79","92","84","80","1"
"81","86","94","95","84","91","78","1"
"77","98","79","94","91","76","90","1"
"97","81","80","97","92","94","94","1"
"93","76","98","96","76","78","90","1"
"78","77","78","80","84","94","80","0"
"81","100","76","92","89","94","100","1"
"87","88","98","76","96","84","99","1"
"80","78","93","77","79","84","77","0"
"92","76","95","95","91","100","77","1"
"87","97","83","93","79","76","78","1"
"99","83","80","98","80","78","82","1"
"94","92","94","78","77","93","100","1"
"78","84","97","89","99","99","83","1"
"94","81","98","78","99","94","98","1"
"99","80","76","94","89","84","82","1"
"94","88","99","95","88","81","99","1"
"98","94","81","93","80","76","100","1"
"92","81","99","91","83","76","91","1"
"86","79","85","93","78","92","85","0"
"99","95","89","83","92","100","97","1"
"93","86","89","98","86","95","83","1"
"80","90","88","76","84","94","78","0"
"100","95","77","80","77","92","94","1"
"100","83","95","88","88","85","92","1"
"95","90","89","78","82","83","92","1"
"93","78","84","85","79","88","76","0"
"94","99","99","76","86","87","93","1"
"100","96","88","92","100","81","98","1"
"98","96","82","96","88","99","91","1"
"85","90","87","83","79","77","99","1"
"95","93","90","93","79","80","92","1"
"96","83","99","94","97","85","84","1"
"96","79","82","77","99","78","97","1"
"90","82","92","98","98","96","81","1"
"91","87","97","97","91","94","84","1"
"85","81","79","79","88","88","83","0"
"86","81","98","83","82","95","87","1"
"83","95","100","84","78","95","100","1"
"78","76","78","91","98","78","89","0"
"80","87","86","77","89","90","91","1"
"77","92","91","100","96","97","97","1"
"98","86","100","83","97","81","83","1"
"92","78","84","76","100","96","91","1"
"82","81","95","78","82","82","88","0"
"79","100","86","99","99","79","100","1"
"92","77","98","95","78","76","99","1"
"79","85","78","89","100","85","95","1"
"80","100","95","97","99","87","91","1"
"90","100","91","97","86","86","80","1"
"85","87","90","76","83","97","100","1"
"78","85","79","95","90","81","85","0"
"89","100","98","80","87","84","87","1"
"99","99","91","82","78","97","95","1"
"82","76","94","86","80","82","78","0"
"84","81","82","90","81","85","77","0"
"97","81","93","95","89","96","90","1"
"99","78","85","100","78","89","97","1"
"96","81","96","87","89","77","76","1"
"98","92","78","99","92","83","85","1"
"90","88","97","99","83","81","88","1"
"88","89","100","95","81","99","100","1"
"98","92","100","92","96","92","84","1"
"76","87","87","77","86","94","95","0"
"92","99","98","84","84","95","96","1"
"96","97","90","91","77","79","85","1"
"78","95","85","83","82","83","88","0"
"99","77","78","93","96","99","86","1"
"93","95","98","78","92","94","94","1"
"77","98","98","93","83","93","99","1"
"80","85","82","84","97","89","93","1"
"83","98","77","80","97","82","100","1"
"99","88","85","94","85","85","94","1"
"84","86","100","94","85","100","77","1"
"77","95","91","88","84","99","95","1"
"80","89","85","97","82","86","100","1"
"82","93","98","88","95","93","79","1"
"86","81","82","98","94","98","96","1"
"96","96","82","98","99","88","91","1"
"77","88","89","77","88","89","94","1"
"82","85","84","81","83","93","78","0"
"85","94","100","81","93","76","86","1"
"86","94","79","96","76","86","91","1"
"78","83","79","80","83","96","81","0"
"77","80","100","84","78","82","98","0"
"94","89","77","78","85","79","87","0"
"95","93","100","83","95","97","77","1"
"95","86","83","80","78","95","100","1"
"92","100","88","100","77","76","78","1"
"92","96","89","78","90","98","88","1"
"88","84","90","90","96","76","85","1"
"98","80","87","100","81","76","80","1"
"98","86","86","76","92","76","94","1"
"77","95","93","76","86","76","78","0"
"80","83","80","87","91","85","79","0"
"93","76","81","84","90","83","97","1"
"78","95","92","82","97","78","82","1"
"100","85","97","80","89","96","91","1"
"94","88","76","94","76","98","99","1"
"89","92","76","90","89","86","92","1"
"100","84","78","91","85","91","93","1"
"84","91","90","88","77","79","84","1"
"91","92","99","79","96","100","78","1"
"87","87","87","97","84","78","94","1"
"100","98","95","95","81","79","94","1"
"94","92","84","81","91","90","93","1"
"84","82","76","79","91","92","83","0"
"100","77","80","99","92","91","76","1"
"90","93","97","95","83","89","96","1"
"79","95","82","90","78","95","86","1"
"83","88","81","85","86","97","85","1"
"99","81","97","89","94","96","76","1"
"90","98","100","97","95","87","87","1"
"77","88","79","83","85","78","79","0"
"95","98","91","79","91","100","91","1"
"91","76","79","98","77","100","89","1"
"96","99","79","78","80","77","90","1"
"94","77","99","92","82","91","95","1"
"84","85","84","83","100","88","83","1"
"99","89","86","84","95","90","99","1"
"83","78","97","92","93","91","85","1"
"87","84","88","85","95","86","100","1"
"78","85","100","95","76","94","85","1"
"85","78","78","80","85","93","78","0"
"87","89","89","99","85","90","92","1"
"79","79","82","90","89","94","92","1"
"77","97","90","87","82","89","95","1"
"100","94","83","85","93","88","93","1"
"93","82","96","86","84","82","91","1"
"96","95","77","88","93","76","100","1"
"93","87","78","77","83","87","100","1"
"94","93","98","79","83","100","90","1"
"91","80","92","92","77","86","98","1"
"96","99","82","84","93","90","88","1"
"84","86","97","87","91","99","93","1"
"79","76","97","92","88","82","80","0"
"91","80","78","99","76","83","84","0"
"91","95","89","92","87","80","89","1"
"97","90","96","87","92","81","85","1"
"82","82","99","78","98","98","77","1"
"91","88","89","89","76","99","78","1"
"100","80","85","78","97","100","83","1"
"84","79","89","80","81","77","80","0"
"89","78","85","94","84","87","86","1"
"77","98","91","90","76","100","90","1"
"91","82","89","96","87","93","80","1"
"88","84","77","91","78","98","88","1"
"92","81","95","82","91","93","95","1"
"95","94","91","85","98","80","97","1"
"96","94","76","99","86","100","92","1"
"95","100","96","83","92","95","79","1"
"83","96","92","84","87","89","82","1"
"87","87","90","93","95","87","80","1"
"95","90","77","80","85","99","82","1"
"85","94","81","81","88","91","86","1"
"100","99","87","78","86","92","78","1"
"89","83","82","99","84","82","100","1"
"78","94","86","94","93","96","91","1"
"82","84","83","80","84","99","93","1"
"86","98","88","100","89","78","94","1"
"79","100","87","77","94","92","90","1"
"96","91","86","100","96","89","81","1"
"92","99","82","84","83","78","78","1"
"87","92","98","97","76","79","89","1"
"100","84","80","80","100","94","80","1"
"90","96","99","85","78","82","97","1"
"76","97","91","92","94","87","92","1"
"76","84","94","78","96","76","100","1"
"99","98","96","90","79","90","81","1"
"88","96","87","86","85","89","86","1"
"82","80","83","94","94","84","78","1"
"91","76","88","89","99","78","92","1"
"84","85","76","89","89","85","83","0"
"87","93","86","88","78","85","86","1"
"91","86","79","78","88","99","89","1"
"95","99","95","99","87","99","91","1"
"91","77","98","76","77","77","90","0"
"87","78","97","97","83","97","76","1"
"94","78","90","100","93","87","97","1"
"83","97","80","88","82","95","100","1"
"78","82","98","88","95","84","83","1"
"100","95","77","87","88","96","77","1"
"81","93","88","87","96","97","100","1"
"76","90","98","98","93","82","92","1"
"78","99","85","96","78","77","99","1"
"78","97","100","100","77","99","77","1"
"100","97","78","98","78","96","91","1"
"77","89","83","88","78","82","83","0"
"92","79","80","93","97","87","79","1"
"90","78","80","87","86","100","85","1"
"89","82","81","90","84","78","97","1"
"85","81","97","84","81","97","79","1"
"81","84","78","79","94","78","96","0"
"82","79","90","78","77","77","85","0"
"97","77","88","96","100","98","76","1"
"90","86","89","95","89","90","76","1"
"77","77","76","78","84","84","94","0"
"100","85","100","82","86","87","85","1"
"94","77","81","83","93","88","95","1"
"77","97","100","79","99","87","92","1"
"99","97","100","77","99","80","83","1"
"77","84","95","91","95","81","93","1"
"77","80","95","82","99","91","88","1"
"76","84","79","97","77","88","99","0"
"84","96","86","82","85","95","85","1"
"81","76","84","79","83","98","92","0"
"82","85","95","76","76","82","89","0"
"93","79","84","81","78","90","84","0"
"92","77","99","90","90","81","81","1"
"87","100","99","96","78","86","96","1"
"94","80","82","81","81","82","81","0"
"89","80","96","88","77","80","98","1"
"91","98","98","88","89","85","94","1"
"84","92","81","96","99","78","92","1"
"79","82","85","96","83","77","88","0"
"79","99","84","76","82","78","90","0"
"94","89","98","78","98","78","84","1"
"77","94","85","79","82","79","77","0"
"94","92","95","94","95","84","94","1"
"94","85","96","77","85","90","98","1"
"92","83","95","96","76","94","83","1"
"100","79","84","81","78","80","85","0"
"83","97","90","95","88","81","81","1"
"100","90","96","94","93","76","76","1"
"78","88","100","86","94","82","99","1"
"78","76","96","94","77","82","87","0"
"87","94","88","95","83","88","95","1"
"100","77","81","77","93","84","84","1"
"80","84","94","97","97","84","99","1"
"98","99","91","96","97","92","90","1"
"91","88","96","86","90","76","91","1"
"84","96","93","99","89","76","85","1"
"93","76","91","86","85","94","88","1"
"95","78","88","97","87","81","85","1"
"76","91","77","84","83","85","80","0"
"89","93","92","93","81","97","79","1"
"84","82","97","88","87","95","89","1"
"79","97","84","92","82","82","98","1"
"87","77","99","98","82","95","86","1"
"84","99","86","94","90","76","77","1"
"81","85","98","86","91","96","84","1"
"100","79","80","92","85","96","81","1"
"82","85","88","97","100","97","99","1"
"93","88","99","90","99","80","81","1"
"88","79","99","94","78","80","93","1"
"78","94","93","96","77","100","92","1"
"79","80","91","97","79","84","78","0"
"86","92","100","85","89","76","83","1"
"97","83","94","84","84","80","82","1"
"92","96","95","99","80","77","95","1"
"83","77","93","100","80","88","91","1"
"88","79","77","89","82","87","96","0"
"87","90","82","91","82","98","85","1"
"85","88","98","86","100","85","96","1"
"98","90","77","92","93","97","81","1"
"82","81","79","100","89","77","90","1"
"89","80","99","100","80","100","90","1"
"92","82","84","96","85","80","96","1"
"93","79","85","98","92","80","92","1"
"89","95","91","92","98","78","91","1"
"82","88","90","98","95","77","87","1"
"94","77","78","100","88","100","100","1"
"97","79","89","78","84","94","78","1"
"91","85","98","94","84","87","88","1"
"99","93","100","79","86","85","96","1"
"88","95","94","99","80","79","79","1"
"89","98","89","81","93","95","77","1"
"95","96","87","89","77","96","97","1"
"92","84","100","97","88","99","78","1"
"96","85","78","93","94","94","98","1"
"80","90","92","82","78","78","100","1"
"83","100","100","86","97","94","90","1"
"95","96","99","84","79","99","96","1"
"92","95","82","84","81","81","84","1"
"87","92","90","100","99","76","88","1"
"99","78","78","90","77","87","96","1"
"96","92","85","81","80","86","84","1"
"91","98","91","80","76","97","93","1"
"97","100","99","97","90","82","87","1"
"93","87","78","91","92","76","77","1"
"78","78","88","83","80","89","83","0"
"91","97","76","84","92","85","83","1"
"81","91","88","90","100","77","94","1"
"79","90","96","94","93","93","82","1"
"78","96","85","84","100","80","98","1"
"91","98","86","99","87","96","98","1"
"98","87","99","87","100","100","90","1"
"88","99","91","84","89","94","97","1"
"78","97","87","88","76","82","96","1"
"87","99","88","91","94","100","79","1"
"85","98","85","96","91","78","77","1"
"85","100","98","100","82","80","76","1"
"79","83","93","81","94","76","98","1"
"78","100","98","78","86","96","99","1"
"94","76","91","88","89","82","87","1"
"87","87","95","76","82","90","79","1"
"100","87","88","89","83","99","90","1"
"82","89","90","80","89","91","86","1"
"86","81","91","81","100","97","90","1"
"88","84","88","84","78","95","97","1"
"88","100","87","96","99","76","84","1"
"76","97","76","97","92","82","90","1"
"92","92","96","99","96","87","85","1"
"79","97","86","78","79","93","90","1"
"92","80","82","91","96","92","80","1"
"79","81","100","83","85","100","87","1"
"81","100","90","88","96","90","94","1"
"92","98","92","90","97","97","90","1"
"91","91","96","84","95","90","95","1"
"97","86","91","83","76","84","87","1"
"97","76","93","78","86","97","78","1"
"98","96","94","96","97","85","84","1"
"82","92","85","97","91","85","88","1"
"91","95","96","98","76","87","80","1"
"79","80","80","82","90","93","90","0"
"88","76","90","96","95","86","76","1"
"97","98","86","83","93","97","100","1"
"97","78","81","97","93","84","91","1"
"95","92","93","85","98","99","100","1"
"92","95","95","76","81","84","83","1"
"92","85","98","76","87","78","96","1"
"90","93","100","85","93","98","89","1"
"83","85","95","82","92","85","97","1"
"93","91","91","100","97","98","88","1"
"86","81","86","99","91","85","97","1"
"93","79","93","78","96","77","80","1"
"91","82","100","90","83","85","89","1"
"99","76","99","95","90","98","85","1"
"98","93","81","99","91","82","89","1"
"90","76","96","93","81","87","88","1"
"88","86","100","82","97","89","99","1"
"79","97","91","83","96","98","100","1"
"91","94","93","91","87","99","99","1"
"98","93","99","94","96","77","88","1"
"97","78","79","91","80","79","97","1"
"90","97","99","96","96","95","87","1"
"98","76","98","79","87","89","84","1"
"94","86","78","99","95","76","76","1"
"86","93","79","87","84","80","79","0"
"77","96","80","89","89","83","96","1"
"82","97","94","95","82","80","81","1"
"93","79","89","97","91","99","91","1"
"81","79","80","91","76","96","80","0"
"87","97","78","93","84","83","79","1"
"77","88","94","98","90","94","100","1"
"83","87","77","99","93","93","82","1"
"76","81","77","90","97","77","94","0"
"84","91","88","90","93","95","90","1"
"95","92","85","86","87","85","87","1"
"86","100","88","80","89","90","99","1"
"77","86","93","82","76","82","98","0"
"80","93","98","84","76","76","96","1"
"76","83","96","82","92","91","95","1"
"92","81","86","76","79","81","98","0"
"96","99","100","80","100","96","95","1"
"94","76","88","86","86","98","91","1"
"95","91","92","78","87","95","81","1"
"88","91","95","80","83","96","77","1"
"85","90","94","84","86","81","87","1"
"97","85","87","92","83","96","91","1"
"81","93","77","93","91","89","78","1"
"91","76","98","80","85","100","91","1"
"82","84","85","85","93","79","98","1"
"99","93","90","85","83","98","91","1"
"89","91","86","100","86","97","78","1"
"88","82","92","76","80","77","81","0"
"85","77","88","96","82","82","82","0"
"76","89","81","79","80","76","83","0"
"96","97","83","82","87","85","96","1"
"89","94","88","88","79","79","92","1"
"89","95","83","80","82","80","99","1"
"78","83","90","85","97","96","87","1"
"76","98","79","81","79","85","92","0"
"81","87","83","90","88","77","94","1"
"78","91","98","84","92","79","76","1"
"96","80","97","98","83","83","84","1"
"81","96","98","82","76","90","83","1"
"87","88","86","83","87","98","79","1"
"100","81","98","97","84","84","82","1"
"97","87","95","91","84","93","100","1"
"80","99","77","84","83","82","81","0"
"84","86","90","88","78","83","97","1"
"82","90","98","83","78","88","88","1"
"78","78","84","83","77","100","97","0"
"82","83","91","94","89","90","92","1"
"84","90","78","78","94","80","93","1"
"97","76","85","90","84","99","80","1"
"95","92","78","99","98","98","85","1"
"94","99","90","91","96","79","91","1"
"92","93","83","81","77","90","76","1"
"76","83","93","84","98","100","83","1"
"79","82","89","96","87","91","98","1"
"76","95","95","85","93","89","88","1"
"97","97","87","94","87","93","87","1"
"85","90","94","93","94","86","100","1"
"86","76","76","97","90","97","95","1"
"93","87","99","94","100","89","78","1"
"96","94","93","99","77","90","93","1"
"79","99","76","98","81","77","85","1"
"87","87","90","88","88","86","85","1"
"93","91","79","93","81","84","96","1"
"82","85","81","100","84","83","87","1"
"96","93","87","90","83","88","76","1"
"87","83","78","97","87","80","96","1"
"97","82","85","90","94","95","92","1"
"91","92","83","79","97","97","96","1"
"92","99","88","78","92","77","91","1"
"94","99","89","92","95","77","76","1"
"81","83","96","80","92","82","86","1"
"92","77","94","80","92","98","80","1"
"77","96","88","92","85","97","84","1"
"96","93","93","90","89","91","95","1"
"92","78","91","88","93","81","78","1"
"97","88","77","97","87","89","79","1"
"85","80","91","84","93","87","92","1"
"81","96","95","82","85","88","81","1"
"99","98","86","87","98","100","92","1"
"85","80","85","93","98","82","86","1"
"79","77","77","81","90","81","97","0"
"91","77","96","91","97","93","88","1"
"86","79","89","79","85","100","87","1"
"79","94","96","78","81","91","86","1"
"88","90","82","91","77","91","80","1"
"96","87","78","85","79","76","91","1"
"92","100","78","77","100","88","100","1"
"87","87","79","78","96","95","83","1"
"93","77","94","81","83","91","77","1"
"95","80","76","93","98","80","95","1"
"77","82","76","94","79","90","87","0"
"91","92","97","76","80","88","96","1"
"90","96","87","82","98","94","78","1"
"95","86","83","82","96","85","95","1"
"100","88","76","89","98","87","97","1"
"76","89","76","90","99","91","99","1"
"86","79","93","93","93","85","100","1"
