"NilaiMatW","NilaiMatM","NilaiFis","NilaiKim","NilaiBio","NilaiInd","NilaiIng","Status"
"93","92","82","86","87","99","97","1"
"78","88","81","93","95","97","88","1"
"87","79","77","78","97","83","91","0"
"85","99","91","82","97","88","99","1"
"100","99","88","81","84","87","94","1"
"91","80","85","96","87","100","96","1"
"94","77","84","90","99","83","77","1"
"99","98","90","78","89","83","82","1"
"87","90","76","85","86","96","82","0"
"86","77","90","87","94","76","94","0"
"90","97","97","96","95","97","81","1"
"82","82","99","94","100","82","88","1"
"98","97","81","80","94","91","100","1"
"92","76","77","97","84","94","92","0"
"98","84","92","89","100","97","94","1"
"80","98","95","95","96","84","96","1"
"86","79","88","86","94","84","86","0"
"87","90","94","89","96","84","77","1"
"78","80","86","93","100","96","95","1"
"95","82","80","93","77","97","79","0"
"85","76","91","93","87","95","85","0"
"76","96","85","86","81","78","95","0"
"96","93","85","95","100","98","85","1"
"77","85","80","83","96","91","82","0"
"97","77","100","92","96","96","93","1"
"88","96","87","95","86","83","86","1"
"85","87","80","100","78","95","100","1"
"96","91","98","100","82","98","89","1"
"79","99","78","76","90","78","76","0"
"84","78","81","86","86","85","96","0"
"100","81","80","85","99","80","87","1"
"79","77","81","97","88","78","87","0"
"83","96","90","83","86","88","87","1"
"100","89","97","89","85","100","90","1"
"99","91","80","98","85","95","80","1"
"94","84","89","96","95","99","92","1"
"93","85","91","94","93","98","97","1"
"77","100","96","94","93","79","90","1"
"100","99","89","97","94","94","82","1"
"79","94","81","82","90","87","85","0"
"91","84","87","87","89","96","82","1"
"89","99","92","90","91","87","92","1"
"96","83","81","100","92","88","81","1"
"81","86","77","87","100","79","82","0"
"78","80","79","81","86","96","82","0"
"94","92","88","92","91","87","83","1"
"84","98","98","98","99","98","81","1"
"91","83","89","77","96","98","76","0"
"87","80","100","100","88","83","78","1"
"79","76","90","96","97","79","97","1"
"93","97","88","87","85","90","86","1"
"83","82","90","92","79","84","76","0"
"95","91","85","96","80","84","95","1"
"87","80","83","79","93","88","100","0"
"92","93","91","90","85","85","77","1"
"97","98","81","95","77","79","76","1"
"95","82","98","98","90","95","86","1"
"80","94","89","85","99","86","83","1"
"100","95","80","90","91","98","95","1"
"98","92","97","92","92","89","77","1"
"96","88","77","80","85","93","99","1"
"92","99","84","88","91","81","79","1"
"89","100","80","97","78","92","87","1"
"90","92","85","89","80","87","90","1"
"98","78","81","97","78","85","78","0"
"83","97","96","98","90","94","91","1"
"81","76","95","96","84","93","76","0"
"81","88","81","84","96","85","79","0"
"88","99","100","89","81","90","91","1"
"91","78","97","88","78","90","82","0"
"98","93","83","81","98","98","97","1"
"95","96","90","79","78","84","82","1"
"85","91","96","79","87","84","98","1"
"79","84","82","89","79","90","94","0"
"89","94","95","97","96","81","78","1"
"94","84","78","86","86","91","80","0"
"91","97","82","89","89","94","91","1"
"90","76","91","87","90","88","89","0"
"97","79","97","99","86","91","92","1"
"84","78","78","85","94","94","77","0"
"94","87","100","93","93","83","90","1"
"88","90","89","95","100","89","86","1"
"97","86","86","99","77","96","83","1"
"84","86","84","99","99","95","92","1"
"86","88","82","94","99","86","84","1"
"90","86","95","95","97","95","86","1"
"94","97","99","81","85","78","81","1"
"98","86","81","93","79","94","99","1"
"98","86","79","93","94","77","86","1"
"97","79","80","100","94","77","78","1"
"84","92","94","80","94","98","78","1"
"95","78","86","100","95","87","76","1"
"82","90","96","89","79","91","92","1"
"87","93","82","87","91","78","94","1"
"85","91","93","76","77","91","89","0"
"85","94","89","79","93","92","90","1"
"78","90","81","93","91","81","91","0"
"98","86","88","91","100","86","100","1"
"98","79","88","93","84","99","79","1"
"94","92","98","82","78","100","100","1"
"96","85","97","84","94","89","82","1"
"81","94","77","84","93","98","100","1"
"77","80","85","89","83","92","92","0"
"81","96","86","91","94","76","77","1"
"100","97","79","91","88","97","96","1"
"98","97","80","76","87","78","100","1"
"78","87","80","91","83","81","94","0"
"89","79","77","92","86","94","87","0"
"82","76","88","94","83","99","87","0"
"90","87","98","77","99","95","96","1"
"78","90","80","88","79","83","83","0"
"96","84","78","76","81","93","83","0"
"79","97","85","84","97","100","97","1"
"76","85","97","85","78","100","97","0"
"95","84","84","96","80","91","95","1"
"97","96","76","80","76","91","76","0"
"95","96","93","78","86","92","83","1"
"95","89","83","96","96","100","82","1"
"92","100","99","97","90","92","97","1"
"91","95","91","81","91","83","86","1"
"85","90","100","77","99","96","93","1"
"79","88","83","95","77","89","84","0"
"92","77","100","93","92","97","88","1"
"86","88","81","86","77","83","99","0"
"77","76","97","85","79","86","86","0"
"78","94","89","79","92","85","88","0"
"83","94","94","100","86","94","80","1"
"85","80","84","80","86","80","88","0"
"84","94","94","98","80","80","97","1"
"99","80","80","82","87","100","85","0"
"96","83","99","77","84","98","84","1"
"91","88","96","82","92","92","96","1"
"97","95","77","91","83","79","83","1"
"100","85","90","95","95","92","90","1"
"94","100","78","93","91","99","97","1"
"95","80","91","84","97","80","87","1"
"94","99","83","79","76","86","89","1"
"90","100","78","83","77","79","98","1"
"91","86","100","89","83","91","78","1"
"85","82","100","79","80","91","98","0"
"78","97","89","87","85","79","86","0"
"76","97","76","87","90","77","76","0"
"99","86","84","95","91","85","85","1"
"96","92","86","92","98","77","82","1"
"99","88","89","79","83","97","81","1"
"84","84","79","81","100","81","100","0"
"84","100","93","81","84","86","85","1"
"82","77","92","96","87","82","80","0"
"80","100","83","89","83","86","89","1"
"87","82","79","96","99","94","97","1"
"100","100","83","83","100","83","92","1"
"95","84","94","90","98","92","90","1"
"99","84","91","81","99","94","87","1"
"96","83","85","99","82","87","84","1"
"88","96","91","96","90","90","100","1"
"95","99","94","88","99","85","83","1"
"77","78","84","86","80","99","89","0"
"93","94","88","78","83","91","86","1"
"85","76","77","89","86","93","94","0"
"99","94","91","88","82","82","98","1"
"83","96","88","93","97","100","82","1"
"100","76","80","80","100","97","97","1"
"93","100","79","100","84","83","77","1"
"93","80","96","77","85","95","91","1"
"92","93","78","96","99","78","93","1"
"80","79","90","82","94","83","78","0"
"89","91","82","99","78","99","90","1"
"78","84","100","95","80","89","91","1"
"93","89","81","78","77","96","98","0"
"78","81","88","77","100","97","97","0"
"95","80","93","85","94","81","85","1"
"98","93","98","87","78","94","99","1"
"89","98","94","79","82","82","88","1"
"97","78","85","84","100","100","87","1"
"89","99","91","80","86","80","90","1"
"84","82","96","80","82","81","86","0"
"86","81","94","100","96","85","83","1"
"98","76","82","93","85","96","81","0"
"93","98","94","95","80","86","90","1"
"83","83","88","96","81","93","89","0"
"77","96","89","85","91","85","89","1"
"97","97","77","96","82","96","81","1"
"81","77","83","80","96","100","80","0"
"78","81","93","89","97","94","100","1"
"78","81","86","96","84","83","94","0"
"84","84","96","86","77","95","90","0"
"85","92","99","88","77","96","93","1"
"79","81","77","78","89","84","96","0"
"100","97","88","77","87","91","89","1"
"97","95","98","86","94","82","93","1"
"76","98","81","95","88","91","95","1"
"80","98","96","93","96","99","86","1"
"96","81","79","80","95","95","96","1"
"90","100","91","76","77","80","93","1"
"90","97","79","90","76","79","93","1"
"90","98","81","99","95","84","96","1"
"76","79","93","80","89","79","93","0"
"98","100","78","88","87","84","76","1"
"80","98","85","95","86","80","92","1"
"93","98","91","81","89","82","77","1"
"83","92","91","85","83","84","86","0"
"79","92","90","77","81","81","88","0"
"97","87","88","94","83","89","80","1"
"91","98","88","79","85","97","95","1"
"77","88","78","90","88","92","82","0"
"78","99","76","89","77","93","89","0"
"76","81","81","88","95","85","87","0"
"78","86","86","79","99","90","87","0"
"82","90","86","76","87","99","98","0"
"92","77","92","82","88","77","89","0"
"86","89","76","81","79","78","88","0"
"91","100","94","95","96","100","87","1"
"79","83","97","91","90","96","84","1"
"96","93","85","91","82","100","100","1"
"77","87","99","92","92","88","99","1"
"86","82","91","79","86","89","83","0"
"78","94","76","100","86","88","99","1"
"89","76","88","91","78","76","92","0"
"86","85","79","80","95","96","91","0"
"88","94","83","97","95","86","87","1"
"76","85","96","92","81","78","86","0"
"91","82","80","84","79","81","82","0"
"90","90","100","90","89","87","90","1"
"99","100","76","99","84","87","78","1"
"97","87","82","91","78","89","88","1"
"97","95","82","80","100","77","97","1"
"91","80","100","89","83","96","91","1"
"98","94","89","83","77","85","79","1"
"85","89","79","83","97","100","82","1"
"81","91","95","77","96","82","88","1"
"90","83","76","87","78","96","77","0"
"90","80","89","83","81","81","79","0"
"85","82","76","99","82","83","78","0"
"100","95","87","86","84","85","96","1"
"89","98","78","89","86","96","94","1"
"91","83","91","88","77","100","92","1"
"99","84","81","88","91","79","83","1"
"87","93","96","88","85","78","94","1"
"79","99","94","100","92","82","78","1"
"76","92","100","80","83","98","97","1"
"87","91","96","90","79","92","80","1"
"89","100","81","77","100","98","86","1"
"88","78","87","92","88","88","87","0"
"92","85","91","98","93","95","97","1"
"87","92","90","93","89","94","91","1"
"89","91","96","94","77","77","80","1"
"76","97","96","80","83","83","87","0"
"98","77","91","91","91","96","88","1"
"84","99","78","99","88","78","85","1"
"91","77","87","89","78","91","94","0"
"95","87","93","76","99","99","89","1"
"84","94","88","91","98","93","92","1"
"91","89","93","98","89","91","88","1"
"87","85","96","91","79","79","81","0"
"79","83","90","83","98","78","77","0"
"96","80","93","96","92","90","97","1"
"76","76","86","79","76","89","87","0"
"91","88","86","80","76","80","83","0"
"77","81","87","76","83","94","89","0"
"100","83","95","86","97","82","86","1"
"91","89","98","85","88","89","99","1"
"88","77","83","81","100","77","87","0"
"80","76","86","100","85","93","91","0"
"93","91","83","85","96","98","90","1"
"77","83","77","89","98","99","80","0"
"96","94","84","83","85","80","80","1"
"87","79","92","78","89","96","89","0"
"79","88","92","83","81","94","85","0"
"90","96","89","99","99","77","85","1"
"89","91","90","94","87","78","76","1"
"76","76","85","93","85","96","100","0"
"89","94","96","89","83","93","76","1"
"98","77","93","80","77","90","100","1"
"83","79","78","94","81","85","79","0"
"91","83","77","100","88","80","86","1"
"82","94","84","98","77","87","87","1"
"82","81","85","77","89","86","82","0"
"79","85","95","77","80","78","91","0"
"76","79","89","81","78","94","94","0"
"82","76","85","89","91","87","91","0"
"85","96","94","77","97","80","90","1"
"83","76","91","76","80","81","82","0"
"94","95","96","89","81","83","89","1"
"78","93","82","89","77","97","97","0"
"78","100","82","83","99","93","89","1"
"92","98","85","84","92","97","99","1"
"82","81","93","89","82","83","79","0"
"95","86","89","94","91","77","76","1"
"93","84","89","88","90","86","76","1"
"100","95","95","86","94","88","86","1"
"96","85","88","91","84","77","77","1"
"94","85","94","79","83","76","76","0"
"100","77","90","80","91","87","100","1"
"81","95","94","76","93","78","94","1"
"85","83","79","86","79","78","81","0"
"76","87","92","99","90","91","100","1"
"77","77","91","77","83","93","89","0"
"98","92","94","90","93","79","92","1"
"82","93","89","79","99","99","92","1"
"98","99","78","94","89","100","100","1"
"86","76","83","94","79","97","96","0"
"89","91","84","84","97","97","96","1"
"99","79","95","95","84","88","81","1"
"93","95","89","92","92","85","100","1"
"80","96","100","90","76","77","82","1"
"88","88","76","87","92","89","76","0"
"76","93","83","98","88","91","92","1"
"82","91","91","94","84","80","89","1"
"83","87","82","98","100","81","97","1"
"97","94","84","85","88","86","83","1"
"93","89","76","90","88","96","81","1"
"78","83","95","76","84","77","92","0"
"89","76","85","78","84","76","99","0"
"85","90","80","91","93","84","90","1"
"98","97","92","80","100","83","84","1"
"85","80","92","86","82","84","98","0"
"91","92","81","100","100","96","93","1"
"77","78","91","80","89","87","99","0"
"82","78","97","78","78","80","97","0"
"93","79","99","93","77","94","93","1"
"88","86","88","76","99","78","93","1"
"99","91","96","100","76","76","97","1"
"96","90","77","99","81","90","76","1"
"98","86","99","78","78","91","81","1"
"80","89","93","86","80","86","96","0"
"87","97","92","81","77","77","94","1"
"84","95","91","92","93","81","99","1"
"94","76","83","93","98","85","82","1"
"86","86","87","76","95","87","92","0"
"97","96","94","77","86","88","92","1"
"88","97","85","84","83","99","83","1"
"94","96","78","97","96","82","94","1"
"97","92","100","88","94","91","79","1"
"76","83","81","82","77","83","81","0"
"80","91","78","88","100","96","95","1"
"87","88","79","82","79","85","95","0"
"95","92","95","97","98","96","77","1"
"82","76","98","95","89","89","82","0"
"80","88","92","90","79","82","98","0"
"84","85","99","92","83","92","87","1"
"90","87","88","83","79","81","80","0"
"82","95","79","81","83","82","88","0"
"82","98","77","91","82","97","77","0"
"84","100","86","85","85","87","96","1"
"82","98","84","99","76","97","95","1"
"93","100","87","96","79","77","87","1"
"89","96","98","96","87","90","93","1"
"90","98","91","98","77","97","95","1"
"100","79","76","100","77","90","99","1"
"99","99","97","88","99","84","100","1"
"78","86","93","82","83","85","87","0"
"92","80","94","76","100","87","88","1"
"78","89","92","76","84","78","78","0"
"90","87","95","100","90","100","79","1"
"92","87","79","77","83","91","100","0"
"85","85","90","89","80","86","81","0"
"100","85","89","92","90","77","98","1"
"99","83","88","83","78","93","89","1"
"98","91","90","87","88","81","94","1"
"94","100","92","90","78","92","83","1"
"81","78","92","80","78","94","94","0"
"84","93","97","88","94","76","88","1"
"82","92","77","77","90","82","100","0"
"87","91","79","97","86","80","76","0"
"92","88","92","96","92","77","85","1"
"93","84","96","98","84","78","95","1"
"94","98","86","91","85","87","95","1"
"88","99","79","99","77","76","90","1"
"96","88","85","89","94","86","86","1"
"81","85","92","84","76","89","82","0"
"97","94","91","96","77","92","84","1"
"76","83","79","94","85","99","92","0"
"77","92","100","100","91","94","96","1"
"88","76","85","87","87","77","82","0"
"84","91","93","89","97","90","100","1"
"77","96","97","95","99","90","90","1"
"88","92","82","76","90","89","89","0"
"99","79","83","97","77","97","90","1"
"97","85","85","82","84","77","84","0"
"76","97","93","88","90","85","95","1"
"91","78","96","92","98","84","100","1"
"90","76","95","80","91","99","81","0"
"89","97","88","90","82","90","79","1"
"88","76","89","86","98","86","96","1"
"95","100","89","87","87","87","84","1"
"81","86","91","84","92","87","97","1"
"80","83","90","88","88","77","88","0"
"89","96","96","94","80","82","93","1"
"76","92","93","91","93","100","84","1"
"95","76","93","96","100","88","91","1"
"99","86","92","100","97","87","90","1"
"87","100","90","89","89","80","92","1"
"88","84","88","88","84","81","92","0"
"93","78","77","79","79","97","86","0"
"77","96","96","88","100","87","97","1"
"88","97","97","77","98","84","77","1"
"85","80","78","99","96","76","84","0"
"77","96","92","88","80","78","79","0"
"76","82","99","82","80","76","84","0"
"93","95","97","84","91","78","92","1"
"99","81","99","77","84","98","96","1"
"78","79","97","96","93","95","76","0"
"81","86","88","87","100","77","91","1"
"89","91","95","84","76","84","98","1"
"87","99","84","82","79","96","84","1"
"91","92","83","98","99","84","80","1"
"91","95","85","92","100","83","85","1"
"100","79","93","90","89","98","81","1"
"90","77","90","78","88","97","78","0"
"90","97","87","98","96","81","94","1"
"85","92","89","95","96","99","83","1"
"89","82","88","91","91","97","77","1"
"94","92","84","83","96","80","90","1"
"87","76","94","85","100","86","88","1"
"83","97","82","97","81","83","89","1"
"77","76","79","95","98","97","84","0"
"99","83","98","98","83","92","87","1"
"98","82","76","99","93","100","100","1"
"90","79","94","95","94","98","91","1"
"81","76","92","99","86","78","97","0"
"81","78","80","90","95","78","91","0"
"76","80","84","99","76","81","97","0"
"95","79","86","94","78","95","92","1"
"88","84","80","87","99","89","98","1"
"78","93","98","91","84","92","84","1"
"78","99","97","95","77","99","98","1"
"77","83","90","89","98","89","84","0"
"89","93","79","92","86","78","85","1"
"93","98","78","84","91","77","81","1"
"85","81","77","78","100","80","78","0"
"88","96","91","86","87","84","76","1"
"85","94","93","87","84","79","96","1"
"98","92","97","85","89","95","98","1"
"84","87","100","95","84","90","96","1"
"91","84","79","92","91","92","81","1"
"95","89","81","94","91","88","84","1"
"78","83","92","98","83","85","84","0"
"98","88","77","84","87","84","98","1"
"82","78","78","83","96","77","86","0"
"92","80","98","91","82","84","86","1"
"79","83","76","89","89","85","98","0"
"93","86","91","94","91","89","98","1"
"80","88","96","89","98","97","94","1"
"99","92","81","79","94","81","78","1"
"83","82","87","100","92","82","98","1"
"92","77","93","77","79","76","82","0"
"77","81","82","85","77","93","92","0"
"91","81","81","95","90","84","79","0"
"90","76","77","78","92","77","83","0"
"79","94","80","99","83","83","88","1"
"85","98","90","95","85","80","89","1"
"77","88","90","85","78","97","89","0"
"88","92","88","88","90","87","77","1"
"76","87","82","76","83","93","83","0"
"87","100","77","88","88","80","92","1"
"77","94","99","81","89","92","87","1"
